Ticker,AnnualizedReturn,AnnualizedVolatility
AIR.PA,0.16916374953096516,0.35758180910589676
BA,0.1592211062169802,0.39485987946963197
GLD,0.05877265258174737,0.1414311234472103
SAF.PA,0.18477179429380416,0.332404248433307
